"","X","Store","Date","IsHoliday","Dept","Weekly_Sales","Temperature","Fuel_Price","MarkDown1","MarkDown2","MarkDown3","MarkDown4","MarkDown5","CPI","Unemployment","Type","Size"
"239576",239576,25,"2010-07-09",FALSE,97,2629,75.24,2.793,NA,NA,NA,NA,NA,204.3625658,7.527,"B",128107
"36411",36411,4,"2011-11-25",TRUE,85,2671.83,47.96,3.225,561.45,137.88,83340.33,44.04,9239.23,129.8364,5.143,"A",205863
"292052",292052,30,"2011-10-07",FALSE,25,6.96,71.64,3.285,NA,NA,NA,NA,NA,216.6958311,7.441,"C",42988
"57916",57916,6,"2012-06-29",FALSE,60,387,87.35,3.286,3997.4,231.9,NA,262.44,4182.9,223.4506878,5.964,"A",202505
"186641",186641,19,"2012-06-15",FALSE,38,64276.83,68.19,3.786,9987.83,697,0.05,2837.84,4710.66,138.1295333,8.15,"A",203819
"211166",211166,22,"2010-12-31",TRUE,54,65,28.49,3.177,NA,NA,NA,NA,NA,136.665265,8.572,"B",119557
"410716",410716,44,"2011-09-30",FALSE,80,4949,68.28,3.623,NA,NA,NA,NA,NA,129.6060667,6.56,"C",39910
"1423",1423,1,"2010-06-18",FALSE,29,4022,84.11,2.637,NA,NA,NA,NA,NA,211.4537719,7.808,"A",151315
"8788",8788,1,"2012-06-08",FALSE,55,9950.02,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,"A",151315
"246994",246994,25,"2012-08-03",FALSE,21,4828.17,72.08,3.654,14653.91,1155.02,13.07,10978.83,2021.96,214.7433514,7.28,"B",128107
"382077",382077,40,"2012-09-21",FALSE,97,16465.01,54.12,4.056,3688.63,7.64,NA,693.23,4870.36,138.6534,4.156,"A",155083
"57165",57165,6,"2012-04-13",FALSE,74,18417.93,71.29,3.891,4634.18,6968.14,18.04,1544.21,2875.46,223.1163529,5.964,"A",202505
"332629",332629,35,"2010-04-02",FALSE,54,537,46.9,2.85,NA,NA,NA,NA,NA,135.7464988,9.051,"B",103681
"81077",81077,9,"2010-10-01",FALSE,24,1505.2,69.08,2.603,NA,NA,NA,NA,NA,215.2141341,6.56,"B",125833
"153570",153570,16,"2011-07-22",FALSE,32,5733.86,65.36,3.545,NA,NA,NA,NA,NA,193.5120367,6.338,"B",57197
"185841",185841,19,"2012-03-23",FALSE,28,769.35,56.72,4.054,6048.55,170.78,1.02,986.74,2684.83,137.6552903,7.943,"A",203819
"421527",421527,45,"2012-04-27",FALSE,49,20.79,53.2,4.004,2872.86,0.03,37.12,74.97,2495.29,190.8680064,8.567,"B",118221
"414037",414037,45,"2010-03-12",FALSE,18,625.64,45.8,2.818,NA,NA,NA,NA,NA,182.1628441,8.992,"B",118221
"192220",192220,20,"2011-03-18",FALSE,12,6828.92,44.8,3.631,NA,NA,NA,NA,NA,207.4283845,7.343,"A",203742
"111530",111530,12,"2010-12-31",TRUE,52,2387.52,45.64,3.148,NA,NA,NA,NA,NA,127.0876774,14.313,"B",112238
"316990",316990,33,"2010-11-05",FALSE,60,96.8,74.23,3.009,NA,NA,NA,NA,NA,126.4912903,9.265,"A",39690
"231154",231154,24,"2010-12-31",TRUE,90,67131.27,25.9,3.336,NA,NA,NA,NA,NA,132.8150323,8.275,"A",203819
"69206",69206,8,"2010-02-19",FALSE,26,9530.26,39.1,2.514,NA,NA,NA,NA,NA,214.6664878,6.299,"A",155078
"118552",118552,13,"2010-03-19",FALSE,56,4014.83,42.49,2.782,NA,NA,NA,NA,NA,126.6066452,8.316,"A",219622
"106654",106654,11,"2012-05-18",FALSE,92,77866.5,72.53,3.63,4622.9,NA,9.22,479.55,4109.33,225.2512024,6.664,"A",207499
"234386",234386,24,"2011-11-11",FALSE,99,50,46.78,3.719,9391.17,20595.49,686.11,5950.16,6034.65,136.4618065,8.454,"A",203819
"420110",420110,45,"2011-12-09",FALSE,79,16682.59,46.57,3.415,6176.69,2.87,379.57,1593.44,10170.5,188.6544692,8.523,"B",118221
"373943",373943,40,"2010-07-02",FALSE,95,83027.13,65.47,2.815,NA,NA,NA,NA,NA,132.5218667,5.326,"A",155083
"42030",42030,5,"2010-09-24",FALSE,38,62008.01,78.53,2.624,NA,NA,NA,NA,NA,212.1519404,6.496,"B",34875
"159153",159153,17,"2010-05-21",FALSE,90,28337.62,53.94,2.95,NA,NA,NA,NA,NA,126.1843871,6.635,"B",93188
"192922",192922,20,"2011-05-20",FALSE,8,76994.66,59.01,4.062,NA,NA,NA,NA,NA,208.7583165,7.287,"A",203742
"103656",103656,11,"2011-07-29",FALSE,85,2040.91,89.46,3.682,NA,NA,NA,NA,NA,218.8440545,7.567,"A",207499
"79730",79730,9,"2010-04-30",FALSE,56,13279.62,66.07,2.78,NA,NA,NA,NA,NA,213.8990459,6.384,"B",125833
"62985",62985,7,"2011-02-18",FALSE,1,10998.01,17.3,3.051,NA,NA,NA,NA,NA,191.9178331,8.818,"B",70713
"220933",220933,23,"2010-12-24",FALSE,72,225156.09,22.96,3.15,NA,NA,NA,NA,NA,132.7477419,5.287,"B",114533
"2271",2271,1,"2010-09-10",TRUE,83,5434.06,78.69,2.565,NA,NA,NA,NA,NA,211.4951902,7.787,"A",151315
"197648",197648,20,"2012-08-31",FALSE,26,12039.16,72.66,3.867,19058.96,32.04,125.49,9015.83,4449.08,215.0878309,7.28,"A",203742
"156511",156511,16,"2012-05-25",FALSE,32,3348.68,57.36,3.804,990.24,NA,123.98,321.46,1405.5,197.5886046,6.169,"B",57197
"128627",128627,14,"2010-02-05",FALSE,33,7836.99,27.31,2.784,NA,NA,NA,NA,NA,181.8711898,8.992,"A",200898
"394896",394896,42,"2010-12-31",TRUE,11,1738.14,49.67,3.148,NA,NA,NA,NA,NA,127.0876774,9.003,"C",39690
"24236",24236,3,"2011-03-18",FALSE,90,1430.9,69.47,3.488,NA,NA,NA,NA,NA,217.7235226,7.551,"B",37392
"353700",353700,37,"2012-04-20",FALSE,25,63.84,70.87,3.877,125,32.57,6.3,NA,3201.88,220.2483937,6.989,"C",39910
"157335",157335,16,"2012-08-17",FALSE,27,752.11,62.07,3.545,408.1,NA,1.1,870.38,604.8,198.1001057,6.061,"B",57197
"243014",243014,25,"2011-06-24",FALSE,22,7070.49,70.71,3.804,NA,NA,NA,NA,NA,208.2306018,7.287,"B",128107
"335559",335559,35,"2011-02-04",FALSE,6,7927.65,28.7,3.231,NA,NA,NA,NA,NA,137.0542431,8.549,"B",103681
"240221",240221,25,"2010-09-10",TRUE,81,7237.69,61.14,2.699,NA,NA,NA,NA,NA,204.7266827,7.527,"B",128107
"42653",42653,5,"2010-12-03",FALSE,54,32,51.31,2.708,NA,NA,NA,NA,NA,212.1613951,6.768,"B",34875
"22173",22173,3,"2010-07-30",FALSE,25,2370.46,82.04,2.64,NA,NA,NA,NA,NA,214.695346,7.346,"B",37392
"243255",243255,25,"2011-07-22",FALSE,60,167.2,78.1,3.811,NA,NA,NA,NA,NA,208.5937018,7.274,"B",128107
"221762",221762,23,"2011-03-18",FALSE,93,1979.14,37.28,3.634,NA,NA,NA,NA,NA,133.8492258,5.114,"B",114533
"199263",199263,21,"2010-05-07",FALSE,13,29878.82,70.87,2.835,NA,NA,NA,NA,NA,210.0011018,8.2,"B",140167
"297900",297900,31,"2010-11-26",TRUE,12,2924.12,62.96,2.735,NA,NA,NA,NA,NA,211.4062867,8.163,"A",203750
"375163",375163,40,"2010-10-29",FALSE,26,4757.94,47.1,2.938,NA,NA,NA,NA,NA,132.8708387,5.287,"A",155083
"9105",9105,1,"2012-07-13",FALSE,80,19943.94,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,"A",151315
"91284",91284,10,"2010-12-24",FALSE,97,4819.93,57.06,3.236,NA,NA,NA,NA,NA,126.9835806,9.003,"B",126512
"263495",263495,27,"2011-08-19",FALSE,67,8242.2,72.97,3.942,NA,NA,NA,NA,NA,140.1289205,7.85,"A",204184
"7873",7873,1,"2012-03-09",FALSE,21,7309.95,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,"A",151315
"229615",229615,24,"2010-07-30",FALSE,49,7043.75,75.91,2.932,NA,NA,NA,NA,NA,132.5983871,8.117,"A",203819
"51735",51735,6,"2010-10-29",FALSE,72,62931.73,70.39,2.716,NA,NA,NA,NA,NA,213.4302994,7.007,"A",202505
"290793",290793,30,"2011-04-15",FALSE,8,10914,71.01,3.743,NA,NA,NA,NA,NA,214.9420631,7.931,"C",42988
"30032",30032,4,"2010-03-12",FALSE,83,10764.16,49.63,2.704,NA,NA,NA,NA,NA,126.6042857,8.623,"A",205863
"410427",410427,44,"2011-08-19",FALSE,94,23961.68,76.68,3.578,NA,NA,NA,NA,NA,129.2405806,6.56,"C",39910
"118422",118422,13,"2010-03-05",FALSE,74,32269.25,40.65,2.681,NA,NA,NA,NA,NA,126.5782857,8.316,"A",219622
"244525",244525,25,"2011-11-25",TRUE,6,22942.08,43.49,3.492,208.47,65,58539.77,6.47,926.72,211.4120757,7.082,"B",128107
"34236",34236,4,"2011-04-22",FALSE,20,7265.86,68.8,3.781,NA,NA,NA,NA,NA,128.9553,5.946,"A",205863
"345831",345831,36,"2011-12-09",FALSE,93,21226.81,50.64,3.147,NA,NA,-0.87,NA,1129.02,217.6645878,7.716,"A",39910
"237945",237945,24,"2012-10-26",FALSE,14,14148.38,55.16,4.071,10844.38,104.16,105.09,1795.68,3059.8,138.7281613,8.693,"A",203819
"223986",223986,23,"2011-10-21",FALSE,42,13221.08,52.12,3.618,NA,NA,NA,NA,NA,136.5017742,4.42,"B",114533
"240890",240890,25,"2010-11-19",FALSE,24,3039.57,42.72,3,NA,NA,NA,NA,NA,205.0992811,7.484,"B",128107
"132897",132897,14,"2011-04-08",FALSE,94,69088.09,48.71,3.72,NA,NA,NA,NA,NA,185.3636656,8.521,"A",200898
"155474",155474,16,"2012-02-10",TRUE,35,347.47,23.69,3.103,7247.14,985.13,0.45,9481.58,6298.1,196.9195056,6.162,"B",57197
"24907",24907,3,"2011-05-27",FALSE,18,1,84.41,3.786,NA,NA,NA,NA,NA,218.8860765,7.574,"B",37392
"117469",117469,12,"2012-08-31",FALSE,16,6573.8,89.78,4.093,30055.26,13.2,116.87,11860.18,3746.24,130.8853548,10.926,"B",112238
"98114",98114,10,"2012-10-19",FALSE,32,14967.02,72.71,4.449,3067.64,NA,53.6,967.02,2705.58,131.1499677,6.943,"B",126512
"142691",142691,15,"2011-03-18",FALSE,42,4198.08,40.23,3.796,NA,NA,NA,NA,NA,133.8492258,7.771,"B",123737
"393964",393964,42,"2010-08-13",FALSE,60,290.4,88.37,3.049,NA,NA,NA,NA,NA,126.064,9.199,"C",39690
"363972",363972,39,"2010-06-25",FALSE,30,4718.18,83.24,2.653,NA,NA,NA,NA,NA,210.0975233,8.464,"A",184109
"190608",190608,20,"2010-10-08",FALSE,46,28446.73,51.5,2.764,NA,NA,NA,NA,NA,204.951982,7.484,"A",203742
"410950",410950,44,"2011-11-04",FALSE,14,480.7,43.51,3.538,NA,NA,NA,NA,NA,129.8051935,6.078,"C",39910
"254230",254230,26,"2011-11-11",FALSE,60,123.2,40.08,3.57,7174.09,6889.46,292.44,1581.44,2399.33,136.4618065,7.598,"A",152513
"315782",315782,33,"2010-04-23",FALSE,81,8624.01,71.59,3.05,NA,NA,NA,NA,NA,126.4713333,9.849,"A",39690
"256970",256970,26,"2012-08-17",FALSE,5,13373.64,65.54,3.84,2430.95,16,5.54,829.7,3038.77,138.1857097,7.405,"A",152513
"3419",3419,1,"2010-12-31",TRUE,38,67182.76,48.43,2.943,NA,NA,NA,NA,NA,211.4049321,7.838,"A",151315
"282512",282512,29,"2011-05-06",FALSE,38,47600.33,53.63,4.078,NA,NA,NA,NA,NA,134.5143667,9.966,"B",93638
"113959",113959,12,"2011-09-09",TRUE,13,48091.52,88,3.913,NA,NA,NA,NA,NA,129.3686129,13.503,"B",112238
"204437",204437,21,"2011-11-04",FALSE,38,45271.53,56.01,3.332,NA,NA,NA,NA,NA,217.4853605,7.441,"B",140167
"124877",124877,13,"2011-11-11",FALSE,30,3470.54,33.8,3.513,31400.97,30876.79,645.07,4407.38,7740.27,129.8167097,6.392,"A",219622
"30521",30521,4,"2010-04-30",FALSE,92,126903,53.04,2.787,NA,NA,NA,NA,NA,126.3805667,7.896,"A",205863
"1010",1010,1,"2010-05-07",FALSE,98,10972.91,72.55,2.835,NA,NA,NA,NA,NA,210.3399684,7.808,"A",151315
"26906",26906,3,"2012-01-06",FALSE,90,1850.28,52.42,3.157,3824.22,9389.98,15,415.36,1476.85,223.1923049,6.833,"B",37392
"840",840,1,"2010-04-23",FALSE,82,16204.99,64.84,2.795,NA,NA,NA,NA,NA,210.4391228,7.808,"A",151315
"257309",257309,26,"2012-09-14",FALSE,44,3873.03,57.69,3.988,7606.73,NA,22.66,368.91,9072.93,138.5673,7.405,"A",152513
"333474",333474,35,"2010-07-02",FALSE,38,39599.59,76.25,2.815,NA,NA,NA,NA,NA,136.3722893,8.861,"B",103681
"193168",193168,20,"2011-06-17",FALSE,56,5863.67,66.41,3.842,NA,NA,NA,NA,NA,208.1265604,7.287,"A",203742
"353192",353192,37,"2012-02-17",FALSE,31,565.06,54.38,3.51,1173.99,593.1,2.86,NA,1372.2,219.1148297,7.244,"C",39910
"63782",63782,7,"2011-05-13",FALSE,2,16276.06,36.61,3.767,NA,NA,NA,NA,NA,192.826069,8.595,"B",70713
"412669",412669,44,"2012-06-29",FALSE,46,6670.98,82,3.681,174.37,NA,NA,NA,1114.79,130.7562667,5.621,"C",39910
"250073",250073,26,"2010-09-17",FALSE,97,15083.97,50.08,2.716,NA,NA,NA,NA,NA,132.7670667,8.445,"A",152513
"351355",351355,37,"2011-06-10",FALSE,42,93.82,82.41,3.648,NA,NA,NA,NA,NA,213.7917147,8.3,"C",39910
"7614",7614,1,"2012-02-17",FALSE,52,1786.85,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,"A",151315
"44012",44012,5,"2011-04-29",FALSE,27,153.39,74.75,3.81,NA,NA,NA,NA,NA,216.1968142,6.489,"B",34875
"53229",53229,6,"2011-03-25",FALSE,6,4068.38,70.83,3.473,NA,NA,NA,NA,NA,216.1438163,6.858,"A",202505
"201704",201704,21,"2011-01-21",FALSE,2,43171.01,42.72,3.016,NA,NA,NA,NA,NA,211.4864691,8.028,"B",140167
"397847",397847,42,"2012-03-02",FALSE,85,43.45,57.62,3.882,441.4,10.78,1.96,NA,1511.43,130.6457931,7.545,"C",39690
"83156",83156,9,"2011-05-27",FALSE,10,15165.43,80.42,3.786,NA,NA,NA,NA,NA,219.1203788,6.38,"B",125833
"361945",361945,38,"2012-08-17",FALSE,21,1102.89,94.87,4.002,244.09,NA,5.14,11.22,2519.9,130.7909677,10.926,"C",39690
"5359",5359,1,"2011-07-08",FALSE,71,2096.32,85.83,3.48,NA,NA,NA,NA,NA,215.2771754,7.962,"A",151315
"303178",303178,31,"2012-04-27",FALSE,26,7145.8,69.21,3.814,2973.44,-0.91,10.16,542.5,9196.82,221.255812,6.891,"A",203750
"190948",190948,20,"2010-11-12",FALSE,91,85171.18,42.38,2.931,NA,NA,NA,NA,NA,205.2098614,7.484,"A",203742
"353817",353817,37,"2012-05-11",FALSE,90,43271.58,76.55,3.688,333.98,NA,0.7,NA,1500.11,220.4075581,6.989,"C",39910
"344540",344540,36,"2011-05-20",FALSE,74,508.53,73.02,3.925,NA,NA,NA,NA,NA,214.465412,8.3,"A",39910
"103921",103921,11,"2011-08-26",FALSE,14,20205.79,89.09,3.523,NA,NA,NA,NA,NA,219.0866908,7.567,"A",207499
"41859",41859,5,"2010-09-03",FALSE,60,308,84.06,2.577,NA,NA,NA,NA,NA,212.0869176,6.496,"B",34875
"229027",229027,24,"2010-06-04",FALSE,1,15120.8,71.99,3.006,NA,NA,NA,NA,NA,132.3648387,8.211,"A",203819
"368988",368988,39,"2011-11-18",FALSE,74,21974.69,66.09,3.308,3378.96,215.22,162.51,486.32,6941.94,216.9395861,7.716,"A",184109
"273758",273758,28,"2011-08-26",FALSE,40,37434.24,94.61,3.74,NA,NA,NA,NA,NA,129.2832581,13.503,"A",206302
"167045",167045,17,"2012-07-27",FALSE,21,3699.41,74.2,3.537,4345.01,57.6,7.79,3965.83,6114.63,130.7195806,5.936,"B",93188
"297047",297047,31,"2010-09-03",FALSE,26,5800.56,82.57,2.577,NA,NA,NA,NA,NA,211.1886931,8.099,"A",203750
"83336",83336,9,"2011-06-17",FALSE,67,5124.48,89.15,3.637,NA,NA,NA,NA,NA,218.5877333,6.38,"B",125833
"99169",99169,11,"2010-05-07",FALSE,96,19856.77,75.57,2.835,NA,NA,NA,NA,NA,213.6211778,7.343,"A",207499
"245958",245958,25,"2012-04-20",FALSE,4,20280.05,57.1,4.027,4862.43,2190.68,9.16,787.22,2870.05,214.3675045,7.139,"B",128107
"183672",183672,19,"2011-08-26",FALSE,93,36981.97,69.34,3.906,NA,NA,NA,NA,NA,136.2136129,7.806,"A",203819
"173241",173241,18,"2011-07-22",FALSE,67,6304.88,78.68,3.882,NA,NA,NA,NA,NA,135.8738387,8.89,"B",120653
"133947",133947,14,"2011-07-22",FALSE,10,22671.58,82.33,3.811,NA,NA,NA,NA,NA,186.2177885,8.625,"A",200898
"364396",364396,39,"2010-08-06",FALSE,23,18870.36,84.92,2.627,NA,NA,NA,NA,NA,210.2614925,8.36,"A",184109
"246296",246296,25,"2012-05-25",FALSE,5,7780.13,67.69,3.798,5154.82,NA,391.45,1581.91,2164.96,214.5499425,7.139,"B",128107
"25439",25439,3,"2011-07-29",FALSE,22,1553.6,88.07,3.682,NA,NA,NA,NA,NA,218.8440545,7.567,"B",37392
"310601",310601,32,"2011-07-29",FALSE,98,7640.49,75.91,3.547,NA,NA,NA,NA,NA,193.711525,8.622,"A",203007
"236156",236156,24,"2012-05-04",FALSE,54,48.68,52.14,4.124,19129.69,192,195.04,5860.88,4953.15,138.0332,8.983,"A",203819
"417328",417328,45,"2011-02-18",FALSE,67,15468.39,40.7,3.245,NA,NA,NA,NA,NA,183.9371353,8.549,"B",118221
"386488",386488,41,"2011-03-04",FALSE,54,56.84,34.99,3.232,NA,NA,NA,NA,NA,192.0116004,7.241,"A",196321
"57913",57913,6,"2012-06-29",FALSE,8,51286.26,87.35,3.286,3997.4,231.9,NA,262.44,4182.9,223.4506878,5.964,"A",202505
"282564",282564,29,"2011-05-13",FALSE,52,910.26,57.71,4.095,NA,NA,NA,NA,NA,134.593,9.966,"B",93638
"19543",19543,2,"2012-07-27",FALSE,10,38330.34,86.37,3.407,6999.14,197.72,2.53,6319.33,5007.01,221.5785461,6.565,"A",202307
"272546",272546,28,"2011-04-22",FALSE,28,535.55,72.12,4.134,NA,NA,NA,NA,NA,128.9553,13.736,"A",206302
"365839",365839,39,"2010-12-31",TRUE,59,4601.1,52.45,2.943,NA,NA,NA,NA,NA,210.182398,8.476,"A",184109
"300231",300231,31,"2011-07-15",FALSE,7,16017.58,91.05,3.575,NA,NA,NA,NA,NA,215.0134426,7.852,"A",203750
"61286",61286,7,"2010-08-27",FALSE,42,8161.55,57.57,2.731,NA,NA,NA,NA,NA,190.3284922,9.017,"B",70713
"209649",209649,22,"2010-07-23",FALSE,56,1731.44,76.91,2.784,NA,NA,NA,NA,NA,136.4366924,8.433,"B",119557
"419420",419420,45,"2011-09-23",FALSE,17,10570.12,63.75,3.711,NA,NA,NA,NA,NA,187.0295321,8.625,"B",118221
"279099",279099,29,"2010-05-07",FALSE,3,5479.81,63.81,2.981,NA,NA,NA,NA,NA,132.1062,10.16,"B",93638
"392943",392943,42,"2010-03-19",FALSE,74,12.03,61.46,3.054,NA,NA,NA,NA,NA,126.6066452,9.765,"C",39690
"398723",398723,42,"2012-06-29",FALSE,59,31.99,91.36,3.875,755.44,NA,NA,NA,1062.46,130.7562667,7.382,"C",39690
"393690",393690,42,"2010-07-09",FALSE,7,1163.03,91.03,3.1,NA,NA,NA,NA,NA,126.1518,9.199,"C",39690
"11454",11454,2,"2010-05-28",FALSE,13,49982.04,81.13,2.759,NA,NA,NA,NA,NA,210.5552301,8.2,"A",202307
"27403",27403,3,"2012-03-02",FALSE,25,6843.9,61.65,3.63,3552.58,601.32,NA,2666.22,1524.87,224.3470245,6.833,"B",37392
"194330",194330,20,"2011-10-07",FALSE,60,739.2,52.42,3.583,NA,NA,NA,NA,NA,210.1170595,7.082,"A",203742
"361445",361445,38,"2012-06-08",FALSE,67,1218.83,84.83,4.103,491.31,NA,11.8,NA,1999.19,130.8896774,11.627,"C",39690
"139894",139894,15,"2010-06-04",FALSE,90,5022.27,69.99,3.006,NA,NA,NA,NA,NA,132.3648387,8.185,"B",123737
"132101",132101,14,"2011-01-21",FALSE,32,8460.72,30.55,3.229,NA,NA,NA,NA,NA,182.9193368,8.549,"A",200898
"263207",263207,27,"2011-07-22",FALSE,55,11108.4,82.28,3.972,NA,NA,NA,NA,NA,139.7969712,7.85,"A",204184
"365227",365227,39,"2010-10-29",FALSE,29,4891.25,75.14,2.716,NA,NA,NA,NA,NA,210.6736944,8.476,"A",184109
"393650",393650,42,"2010-07-02",FALSE,32,30,92.89,2.978,NA,NA,NA,NA,NA,126.1392,9.199,"C",39690
"177753",177753,18,"2012-10-19",FALSE,34,18687.48,51.96,4,1894.83,NA,2.24,501.85,1453.25,138.8336129,8.243,"B",120653
"226174",226174,23,"2012-05-25",FALSE,50,6655,66.43,3.85,7101.14,NA,246.45,1017.09,2752.95,138.1101935,4.125,"B",114533
"420990",420990,45,"2012-03-02",FALSE,24,5644.92,41.55,3.816,22832.38,2515.25,4,13317.88,2560.48,190.1714927,8.424,"B",118221
"49649",49649,6,"2010-04-09",FALSE,3,11162.86,66.15,2.77,NA,NA,NA,NA,NA,212.1308239,7.092,"A",202505
"140838",140838,15,"2010-09-10",TRUE,34,15328,62.36,2.837,NA,NA,NA,NA,NA,132.7564516,8.099,"B",123737
"409517",409517,44,"2011-04-15",FALSE,3,542.67,41.72,3.616,NA,NA,NA,NA,NA,128.9107333,6.906,"C",39910
"92702",92702,10,"2011-05-13",FALSE,40,97138.38,74.04,4.202,NA,NA,NA,NA,NA,129.089,8.494,"B",126512
"18530",18530,2,"2012-04-20",FALSE,42,9265.85,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,221.2021074,6.891,"A",202307
"295407",295407,31,"2010-03-26",FALSE,16,6169.29,51.66,2.732,NA,NA,NA,NA,NA,210.6766095,8.324,"A",203750
"379720",379720,40,"2012-01-27",FALSE,96,10895.79,22.91,3.568,388.59,1327.78,126.72,38.29,1619.57,136.9598387,4.261,"A",155083
"308089",308089,32,"2010-11-26",TRUE,42,5766.32,29.97,2.742,NA,NA,NA,NA,NA,191.0121805,9.137,"A",203007
"67839",67839,7,"2012-07-06",FALSE,41,2718.41,64.67,3.646,2779.97,326.2,5.07,2112.68,1548.33,197.8322195,7.872,"B",70713
"36383",36383,4,"2011-11-25",TRUE,13,68723.63,47.96,3.225,561.45,137.88,83340.33,44.04,9239.23,129.8364,5.143,"A",205863
"115521",115521,12,"2012-02-17",FALSE,72,89612.22,51.8,3.781,17708.64,8549.74,2.88,14234.76,5960.69,130.4546207,12.187,"B",112238
"63667",63667,7,"2011-04-29",FALSE,25,2952.28,26.79,3.663,NA,NA,NA,NA,NA,192.6243322,8.595,"B",70713
